-200	-5.89100000000000
-190	-5.73000000000000
-180	-5.55000000000000
-170	-5.35400000000000
-160	-5.14100000000000
-150	-4.91200000000000
-140	-4.66900000000000
-130	-4.41000000000000
-120	-4.13800000000000
-110	-3.85200000000000
-100	-3.55300000000000
-90	-3.24200000000000
-80	-2.92000000000000
-70	-2.58600000000000
-60	-2.24300000000000
-50	-1.88900000000000
-40	-1.52700000000000
-30	-1.15600000000000
-20	-0.777000000000000
-10	-0.392000000000000
0	0
10	0.397000000000000
20	0.798000000000000
30	1.20300000000000
40	1.61100000000000
50	2.02200000000000
60	2.43600000000000
70	2.85000000000000
80	3.26600000000000
90	3.68100000000000
100	4.09500000000000
110	4.50800000000000
120	4.91900000000000
130	5.32700000000000
140	5.73300000000000
150	6.13700000000000
160	6.53900000000000
170	6.93900000000000
180	7.38800000000000
190	7.73700000000000
200	8.13700000000000
210	8.53700000000000
220	8.93800000000000
230	9.34100000000000
240	9.74500000000000
250	10.1510000000000
260	10.5600000000000
270	10.9690000000000
280	11.3810000000000
290	11.7930000000000
300	12.2070000000000
310	12.6230000000000
320	13.0390000000000
330	13.4560000000000
340	13.8740000000000
350	14.2920000000000
360	14.7120000000000
370	15.1320000000000
380	15.5520000000000
390	15.9740000000000
400	16.3950000000000
410	16.8180000000000
420	17.2410000000000
430	17.6640000000000
440	18.0880000000000
450	18.5130000000000
460	18.9380000000000
470	19.3630000000000
480	19.7880000000000
490	20.2140000000000
500	20.6400000000000
